Finess,Année,Département,Commune,Nom,Catégorie,ivg_2018,medic_2018,tard_2018,% médic.,cat_medic,% tard.,cat_tard,évol_13_18,cat_evol,ivg_2013,ivg_2014,ivg_2015,ivg_2016,ivg_2017,ivg_2018,lat,lon
770300010,2018,SEINE-ET-MARNE,BROU SUR CHANTEREINE,HOPITAL PRIVE DE MARNE CHANTEREINE,Etablissements de Soins de Courte Durée,7,1,1,"0,1428571429",moins que la moyenne,"0,1428571429",plus que la moyenne,"-0,9773462783",en forte baisse,309,281,162,40,10,7,48.8840066249059,2.62935508392321
770300192,2018,SEINE-ET-MARNE,ST BRICE,CLINIQUE SAINT BRICE,Etablissements de Soins de Courte Durée,2,0,0,0,aucune,0,pas d'IVG tardives,"-0,6",en forte baisse,5,5,6,1,2,2,48.5666037480727,3.32213473865484
770000164,2018,SEINE-ET-MARNE,MONTEREAU,CH SUD SEINE ET MARNE SITE MONTEREAU,Centres Hospitaliers,253,245,14,"0,9683794466",plus de 95%,"0,05533596838",moins que la moyenne,"0,05857740586",en hausse,239,164,161,181,246,253,48.3826902125847,2.95387418245838
770000172,2018,SEINE-ET-MARNE,PROVINS,CH DE PROVINS LEON BINET,Centres Hospitaliers,87,68,3,"0,7816091954",plus que la moyenne,"0,03448275862",moins que la moyenne,"-0,5421052632",en forte baisse,190,112,66,47,32,87,48.5606740636137,3.29898264648349
770000446,2018,SEINE-ET-MARNE,MEAUX,CH DE MEAUX  SITE SAINT FARON,Centres Hospitaliers,545,245,65,"0,4495412844",moins que la moyenne,"0,119266055",plus que la moyenne,"-0,239888424",en baisse,717,674,593,536,563,545,48.9677939246209,2.88459940248094
770019032,2018,SEINE-ET-MARNE,JOSSIGNY,CH DE MARNE LA VALLEE SITE JOSSIGNY,Centres Hospitaliers,543,196,17,"0,3609576427",moins que la moyenne,"0,03130755064",moins que la moyenne,"-0,05565217391",en baisse,575,495,468,561,486,543,48.8498421074956,2.7687316632976
770790707,2018,SEINE-ET-MARNE,TOURNAN EN BRIE,CLINIQUE DE TOURNAN,Etablissements de Soins de Courte Durée,172,102,70,"0,5930232558",moins que la moyenne,"0,4069767442",plus que la moyenne,"-0,3228346457",en baisse,254,223,187,183,230,172,48.7423409613368,2.75785521856118
780000295,2018,YVELINES,MEULAN EN YVELINES,CHI DE MEULAN LES MUREAUX,Centres Hospitaliers,233,132,17,"0,5665236052",moins que la moyenne,"0,07296137339",plus que la moyenne,"-0,04115226337",stable,243,237,192,186,189,233,49.0023209158564,1.91025913854693
780000311,2018,YVELINES,POISSY,CHI POISSY ST GERMAIN SITE DE POISSY,Centres Hospitaliers,421,83,87,"0,1971496437",moins que la moyenne,"0,2066508314",plus que la moyenne,"11,02857143",en hausse,35,187,187,230,251,421,48.9181955240665,2.02305558562114
780000329,2018,YVELINES,RAMBOUILLET,CH DE RAMBOUILLET,Centres Hospitaliers,161,75,7,"0,4658385093",moins que la moyenne,"0,04347826087",moins que la moyenne,"-0,4952978056",en baisse,319,268,208,191,204,161,48.6528573002535,1.82599987492554
780000337,2018,YVELINES,ST GERMAIN EN LAYE,CHI POISSY ST GERMAIN SITE ST GERMAIN,Centres Hospitaliers,846,466,5,"0,5508274232",moins que la moyenne,"0,005910165485",moins que la moyenne,"-0,4363757495",en baisse,1501,1306,1327,1111,880,846,48.8981204588444,2.08607587715437
780300406,2018,YVELINES,LE CHESNAY,HOPITAL PRIVE DE PARLY II,Etablissements de Soins de Courte Durée,46,35,,"0,7608695652",plus que la moyenne,0,pas d'IVG tardives,"-0,2580645161",en baisse,62,42,63,26,46,46,48.8303890366307,2.119959634626
780300422,2018,YVELINES,TRAPPES,HOPITAL PRIVE DE L OUEST PARISIEN,Etablissements de Soins de Courte Durée,49,0,1,0,aucune,"0,02040816327",moins que la moyenne,"5,125",en hausse,8,13,16,13,,49,48.7781824344878,1.99064759821828
780800256,2018,YVELINES,LE CHESNAY,CH DE VERSAILLES SITE ANDRE MIGNOT,Centres Hospitaliers,722,541,54,"0,7493074792",plus que la moyenne,"0,07479224377",plus que la moyenne,"-0,1404761905",en baisse,840,781,735,710,742,722,48.8311090117085,2.12812674584837
780000287,2018,YVELINES,MANTES LA JOLIE,CH FRANCOIS QUESNAY MANTES,Centres Hospitaliers,367,285,17,"0,7765667575",plus que la moyenne,"0,04632152589",moins que la moyenne,"-0,3527336861",en baisse,567,584,559,484,406,367,48.9980475862621,1.67648596665754
780300208,2018,YVELINES,POISSY,CLINIQUE SAINT LOUIS,Etablissements de Soins de Courte Durée,4,0,0,0,aucune,0,pas d'IVG tardives,"-0,9298245614",en forte baisse,57,28,27,15,21,4,48.9304660741562,2.0373957196496
790019848,2018,DEUX-SÈVRES,FAYE-L'ABBESSE,SITE HOSPITALIER FAYE L'ABBESSE,Centres Hospitaliers,79,37,6,"0,4683544304",moins que la moyenne,"0,07594936709",plus que la moyenne,,nouvel établissement,,,,,,79,46.832968,-0.387728
790000087,2018,DEUX-SÈVRES,NIORT,CH GEORGES RENON - NIORT,Centres Hospitaliers,477,351,35,"0,7358490566",plus que la moyenne,"0,07337526205",plus que la moyenne,"-0,0205338809",stable,487,467,449,417,414,477,46.3155551012925,-0.458518434728863
790000095,2018,DEUX-SÈVRES,BRESSUIRE,SITE HOSPITALIER DE BRESSUIRE,Centres Hospitaliers,61,40,7,"0,6557377049",plus que la moyenne,"0,1147540984",plus que la moyenne,"-0,4245283019",en baisse,106,134,95,109,111,61,46.8438426117856,-0.494659624418647
790009948,2018,DEUX-SÈVRES,NIORT,POLYCLINIQUE D'INKERMANN,Etablissements de Soins de Courte Durée,93,71,4,"0,7634408602",plus que la moyenne,"0,04301075269",moins que la moyenne,"0,09411764706",en hausse,85,66,86,80,60,93,46.3156649387737,-0.452075980068817
800000143,2018,SOMME,ABBEVILLE,CH ABBEVILLE,Centres Hospitaliers,262,109,13,"0,4160305344",moins que la moyenne,"0,04961832061",moins que la moyenne,"-0,1465798046",en baisse,307,297,280,252,233,262,50.1011155766238,1.83105339859144
800000432,2018,SOMME,PERONNE,CH PÉRONNE,Centres Hospitaliers,121,91,0,"0,7520661157",plus que la moyenne,0,pas d'IVG tardives,"0,1523809524",en hausse,105,140,138,118,83,121,49.9353334351649,2.93025423747261
800000226,2018,SOMME,DOULLENS,CH DOULLENS,Centres Hospitaliers,18,18,0,1,plus de 95%,0,pas d'IVG tardives,"-0,4193548387",en baisse,31,29,47,34,14,18,50.1512576342037,2.35256294195235
800006124,2018,SOMME,SALOUEL,CHU AMIENS SALOUËL,Centres Hospitaliers Régionaux,1080,727,165,"0,6731481481",plus que la moyenne,"0,1527777778",plus que la moyenne,,nouvel établissement,,336,1169,1125,1100,1080,49.8713000311011,2.25319249659555
810000521,2018,TARN,CASTRES,CHI CASTRES MAZAMET SITE AUTAN CASTRES,Centres Hospitaliers,459,332,15,"0,7233115468",plus que la moyenne,"0,03267973856",moins que la moyenne,"0,04081632653",stable,441,442,414,424,366,459,43.5657199390851,2.26277403753335
810000224,2018,TARN,ALBI,CLINIQUE CLAUDE BERNARD,Etablissements de Soins de Courte Durée,76,62,0,"0,8157894737",plus que la moyenne,0,pas d'IVG tardives,"-0,4722222222",en baisse,144,102,101,113,94,76,43.9308231391639,2.164551726847
810000505,2018,TARN,ALBI,CH ALBI,Centres Hospitaliers,371,217,30,"0,5849056604",moins que la moyenne,"0,08086253369",plus que la moyenne,"-0,03886010363",stable,386,376,380,328,364,371,43.926274434948,2.14649374582756
810000562,2018,TARN,LAVAUR,CENTRE HOSPITALIER DE LAVAUR,Centres Hospitaliers,150,95,6,"0,6333333333",plus que la moyenne,"0,04",moins que la moyenne,"0,04895104895",stable,143,156,168,167,173,150,43.7006292779469,1.81946784818929
820000057,2018,TARN-ET-GARONNE,MONTAUBAN,CLINIQUE DU PONT DE CHAUME,Etablissements de Soins de Courte Durée,146,102,6,"0,698630137",plus que la moyenne,"0,04109589041",moins que la moyenne,"-0,2588832487",en baisse,197,165,180,179,167,146,44.0073443802186,1.3802055027095
820000032,2018,TARN-ET-GARONNE,MONTAUBAN,CH DE MONTAUBAN,Centres Hospitaliers,147,92,7,"0,6258503401",plus que la moyenne,"0,04761904762",moins que la moyenne,"-0,2829268293",en baisse,205,142,133,114,75,147,44.0221787826964,1.35278448345934
820000040,2018,TARN-ET-GARONNE,MONTAUBAN,CLINIQUE CROIX ST MICHEL,Etablissements de Soins de Courte Durée,376,258,9,"0,6861702128",plus que la moyenne,"0,02393617021",moins que la moyenne,"-0,04081632653",stable,392,421,478,436,454,376,44.0104120550553,1.36645310940201
830000287,2018,VAR,DRAGUIGNAN,CH LA DRACENIE DE DRAGUIGNAN,Centres Hospitaliers,473,318,21,"0,6723044397",plus que la moyenne,"0,044397463",moins que la moyenne,"-0,002109704641",stable,474,488,442,471,468,473,43.5451709270264,6.45491412000308
830000279,2018,VAR,BRIGNOLES,CH JEAN MARCEL DE BRIGNOLES,Centres Hospitaliers,342,262,6,"0,7660818713",plus que la moyenne,"0,01754385965",moins que la moyenne,"-0,1952941176",en baisse,425,381,370,324,329,342,43.4040361721373,6.06563298650826
830100251,2018,VAR,LA SEYNE SUR MER,CLINIQUE DU CAP D'OR,Etablissements de Soins de Courte Durée,35,26,1,"0,7428571429",plus que la moyenne,"0,02857142857",moins que la moyenne,"1,333333333",en hausse,15,17,36,34,43,35,43.1072890070135,5.86190508527569
830100434,2018,VAR,TOULON,HOPITAL PRIVE TOULON HYERES SAINT JEAN,Etablissements de Soins de Courte Durée,646,523,13,"0,8095975232",plus que la moyenne,"0,02012383901",moins que la moyenne,"-0,4283185841",en baisse,1130,1289,1205,1061,848,646,43.123692353629,5.94723190501755
830100459,2018,VAR,TOULON,CLINIQUE SAINT MICHEL,Etablissements de Soins de Courte Durée,23,7,0,"0,3043478261",moins que la moyenne,0,pas d'IVG tardives,"-0,7444444444",en forte baisse,90,94,52,68,44,23,43.1234265754944,5.95342111190609
830000295,2018,VAR,HYERES,CH DE HYERES MARIE JOSEE TREFFOT,Centres Hospitaliers,204,75,0,"0,3676470588",moins que la moyenne,0,pas d'IVG tardives,"-0,3267326733",en baisse,303,183,193,255,284,204,43.1142998816821,6.1100781040985
830000311,2018,VAR,FREJUS,CHI DE FREJUS SAINT RAPHAEL,Centres Hospitaliers,404,241,29,"0,5965346535",plus que la moyenne,"0,07178217822",plus que la moyenne,"0,1129476584",en hausse,363,340,292,338,356,404,43.438140131316,6.75260279609848
830000337,2018,VAR,GASSIN,CENTRE HOSPITALIER DE SAINT TROPEZ,Centres Hospitaliers,140,108,4,"0,7714285714",plus que la moyenne,"0,02857142857",moins que la moyenne,"-0,375",en baisse,224,203,198,165,122,140,43.2283609486028,6.58557990308221
830000345,2018,VAR,TOULON,CHITS CH SAINTE MUSSE,Centres Hospitaliers,563,229,103,"0,406749556",moins que la moyenne,"0,1829484902",plus que la moyenne,"-0,245308311",en baisse,746,525,504,530,533,563,43.1252830563407,5.97541936417592
830100608,2018,VAR,LA SEYNE SUR MER,CHITS CH GEORGE SAND LA SEYNE SUR MER,Centres Hospitaliers,325,325,0,1,plus de 95%,0,pas d'IVG tardives,,nouvel établissement,,,,,151,325,43.1108078600466,5.87080975265359
840000418,2018,VAUCLUSE,CAVAILLON,CHI DE CAVAILLON LAURIS,Centres Hospitaliers,270,220,3,"0,8148148148",plus que la moyenne,"0,01111111111",moins que la moyenne,"-0,2307692308",en baisse,351,235,222,270,237,270,43.8400623021665,5.03549254731039
840000491,2018,VAUCLUSE,PERTUIS,CHI SITE DE PERTUIS,Centres Hospitaliers,467,356,16,"0,7623126338",plus que la moyenne,"0,03426124197",moins que la moyenne,"1,152073733",en hausse,217,321,385,442,443,467,43.6937158613154,5.5002757447192
840000483,2018,VAUCLUSE,ORANGE,CH LOUIS GIORGI D'ORANGE,Centres Hospitaliers,295,242,11,"0,8203389831",plus que la moyenne,"0,03728813559",moins que la moyenne,"-0,0664556962",en baisse,316,309,333,288,280,295,44.1485017369927,4.82430903758481
840000533,2018,VAUCLUSE,VALREAS,CH JULES NIEL DE VALREAS,Centres Hospitaliers,18,18,0,1,plus de 95%,0,pas d'IVG tardives,"-0,6727272727",en forte baisse,55,48,53,39,31,18,44.3823468039982,4.99206934087718
840001861,2018,VAUCLUSE,AVIGNON,CH D'AVIGNON HENRI DUFFAUT,Centres Hospitaliers,819,545,51,"0,6654456654",plus que la moyenne,"0,06227106227",moins que la moyenne,"0,3582089552",en hausse,603,617,647,719,749,819,43.9202848242947,4.80488259491112
840000285,2018,VAUCLUSE,AVIGNON,POLYCLINIQUE URBAIN V,Etablissements de Soins de Courte Durée,280,214,0,"0,7642857143",plus que la moyenne,0,pas d'IVG tardives,"-0,2689295039",en baisse,383,372,350,332,257,280,43.9455623802753,4.84182433454548
840000525,2018,VAUCLUSE,VAISON LA ROMAINE,CH VAISON LA ROMAINE,Centres Hospitaliers,18,18,0,1,plus de 95%,0,pas d'IVG tardives,,nouvel établissement,,,,1,7,18,44.2396003721408,5.07474914914176
840000343,2018,VAUCLUSE,APT,CENTRE HOSPITALIER DU PAYS D'APT,Centres Hospitaliers,47,47,0,1,plus de 95%,0,pas d'IVG tardives,"-0,4946236559",en baisse,93,90,87,104,53,47,43.8724598721516,5.37505379474238
840000392,2018,VAUCLUSE,CARPENTRAS,CENTRE HOSPITALIER DE CARPENTRAS,Centres Hospitaliers,211,94,24,"0,4454976303",moins que la moyenne,"0,1137440758",plus que la moyenne,"-0,2724137931",en baisse,290,277,275,319,235,211,44.0555614861604,5.04872572870902
850000142,2018,VENDÉE,LA-ROCHE-SUR-YON,CENTRE HOSPITALIER-SITE LA ROCHE/YON,Centres Hospitaliers,545,328,50,"0,6018348624",plus que la moyenne,"0,09174311927",plus que la moyenne,"-0,3057324841",en baisse,785,752,708,673,604,545,46.664912703135,-1.41062770399011
850000175,2018,VENDÉE,CHALLANS,CH LVO :SITE DE  CHALLANS,Centres Hospitaliers,187,86,13,"0,4598930481",moins que la moyenne,"0,06951871658",plus que la moyenne,"0,5714285714",en hausse,119,116,189,151,187,187,46.8474638691185,-1.87180931378078
850000209,2018,VENDÉE,LUCON,CENTRE HOSPITALIER -SITE DE LUCON,Centres Hospitaliers,62,57,1,"0,9193548387",plus que la moyenne,"0,01612903226",moins que la moyenne,"0,1481481481",en hausse,54,1,,38,36,62,46.4515684146375,-1.17131699664968
850000241,2018,VENDÉE,OLONNE SUR MER,CENTRE HOSPITALIER COTE DE LUMIÈRE,Centres Hospitaliers,121,62,6,"0,5123966942",moins que la moyenne,"0,04958677686",moins que la moyenne,0,stable,121,115,102,107,122,121,46.5153657365211,-1.75240464054749
850009630,2018,VENDÉE,FONTENAY LE COMTE,CH FONTENAY SITE POLE SANTE SUD VENDEE,Centres Hospitaliers,193,165,0,"0,8549222798",plus que la moyenne,0,pas d'IVG tardives,"0,4732824427",en hausse,131,144,136,145,146,193,46.4659693153527,-0.806515572044785
860000025,2018,VIENNE,CHATELLERAULT,GH NORD-VIENNE - SITE DE CHATELLERAULT,Centres Hospitaliers,204,155,5,"0,7598039216",plus que la moyenne,"0,02450980392",moins que la moyenne,"-0,08520179372",en baisse,223,213,195,201,194,204,46.8320976882436,0.556366793585018
860000033,2018,VIENNE,LOUDUN,GH NORD-VIENNE - SITE DE LOUDUN,Centres Hospitaliers,5,5,0,1,plus de 95%,0,pas d'IVG tardives,"-0,4444444444",en baisse,9,8,12,7,13,5,47.0119268241208,0.0781562279446406
860780568,2018,VIENNE,POITIERS,CLINIQUE DU FIEF DE GRIMOIRE,Etablissements de Soins de Courte Durée,153,120,1,"0,7843137255",plus que la moyenne,"0,006535947712",moins que la moyenne,"-0,2572815534",en baisse,206,187,164,178,141,153,46.570271813993,0.340057653282461
860000223,2018,VIENNE,POITIERS,CHU LA MILETRIE,Centres Hospitaliers Régionaux,493,338,50,"0,6855983773",plus que la moyenne,"0,1014198783",plus que la moyenne,"-0,1970684039",en baisse,614,568,533,559,492,493,46.5602795738573,0.377224529378744
870000098,2018,HAUTE-VIENNE,ST JUNIEN,CENTRE HOSPITALIER SAINT JUNIEN,Centres Hospitaliers,95,56,7,"0,5894736842",moins que la moyenne,"0,07368421053",plus que la moyenne,"1,638888889",en hausse,36,38,68,92,98,95,45.8889248782739,0.897544455546003
870000411,2018,HAUTE-VIENNE,LIMOGES,CLINIQUE EMAILLEURS-COLOMBIER LIMOGES,Etablissements de Soins de Courte Durée,47,40,0,"0,8510638298",plus que la moyenne,0,pas d'IVG tardives,"-0,338028169",en baisse,71,56,51,48,62,47,45.8149038576814,1.22562386128159
870014859,2018,HAUTE-VIENNE,LIMOGES,HOPITAL DE LA MERE ET DE L'ENFANT,Centres Hospitaliers Régionaux,873,532,55,"0,6093928981",plus que la moyenne,"0,06300114548",moins que la moyenne,"-0,09251559252",en baisse,962,988,936,842,797,873,45.8132422459653,1.24089053676764
870000270,2018,HAUTE-VIENNE,ST YRIEIX LA PERCHE,CTRE HOSPITALIER J BOUTARD ST YRIEIX,Centres Hospitaliers,3,3,,1,plus de 95%,0,pas d'IVG tardives,"-0,5714285714",en forte baisse,7,6,6,2,3,3,45.5153420917183,1.20435517017226
880000021,2018,VOSGES,EPINAL,CHI E.DURKHEIM - PLATEAU DE LA JUSTICE,Centres Hospitaliers,239,189,9,"0,7907949791",plus que la moyenne,"0,03765690377",moins que la moyenne,"0,195",en hausse,200,173,141,205,217,239,48.1791342630927,6.45392239372012
880788591,2018,VOSGES,EPINAL,POLYCLINIQUE LA LIGNE BLEUE,Etablissements de Soins de Courte Durée,241,155,8,"0,643153527",plus que la moyenne,"0,03319502075",moins que la moyenne,,nouvel établissement,,297,319,248,257,241,48.2001867039713,6.46371279818246
880000047,2018,VOSGES,ST DIE DES VOSGES,CENTRE HOSPITALIER DE SAINT-DIE,Centres Hospitaliers,183,162,2,"0,8852459016",plus que la moyenne,"0,01092896175",moins que la moyenne,"-0,1488372093",en baisse,215,212,191,181,166,183,48.2892860169008,6.96210757831186
880000062,2018,VOSGES,REMIREMONT,CENTRE HOSPITALIER DE REMIREMONT,Centres Hospitaliers,164,161,3,"0,9817073171",plus de 95%,"0,01829268293",moins que la moyenne,"-0,1717171717",en baisse,198,197,186,171,186,164,48.0142415328514,6.59299976804556
880000054,2018,VOSGES,NEUFCHATEAU,CHI L'OUEST VOSGIEN SITE NEUFCHATEAU,Centres Hospitaliers,62,52,3,"0,8387096774",plus que la moyenne,"0,04838709677",moins que la moyenne,"-0,38",en baisse,100,95,54,43,40,62,48.3699366958652,5.70711981735603
890975527,2018,YONNE,AUXERRE,CH AUXERRE,Centres Hospitaliers,416,80,51,"0,1923076923",moins que la moyenne,"0,1225961538",plus que la moyenne,"0,03225806452",stable,403,428,382,309,399,416,47.8050034785084,3.555476664429
890975543,2018,YONNE,JOIGNY,CH JOIGNY,Centres Hospitaliers,81,81,0,1,plus de 95%,0,pas d'IVG tardives,"-0,3017241379",en baisse,116,76,99,109,66,81,47.9790336706388,3.39768778550458
890975550,2018,YONNE,SENS,CH SENS,Centres Hospitaliers,240,141,12,"0,5875",moins que la moyenne,"0,05",moins que la moyenne,"-0,3142857143",en baisse,350,358,271,278,283,240,48.1922234923866,3.29943526798665
900003039,2018,TERRITOIRE DE BELFORT,TREVENANS,HNFC SITE TREVENANS,Centres Hospitaliers,848,646,47,"0,7617924528",plus que la moyenne,"0,0554245283",moins que la moyenne,,nouvel établissement,,,,,980,848,47.5774454404733,6.87075820488109
910000272,2018,ESSONNE,ARPAJON,CH D ARPAJON,Centres Hospitaliers,319,186,18,"0,5830721003",moins que la moyenne,"0,05642633229",moins que la moyenne,"-0,02147239264",stable,326,379,267,335,291,319,48.5835893854496,2.24345237446203
910000298,2018,ESSONNE,LONGJUMEAU,CH DES DEUX VALLEES SITE LONGJUMEAU,Centres Hospitaliers,740,436,43,"0,5891891892",moins que la moyenne,"0,05810810811",moins que la moyenne,"-0,01201602136",stable,749,722,746,743,790,740,48.6925695761692,2.29119620152492
910000280,2018,ESSONNE,DOURDAN,CH DOURDAN ETAMPES SITE DOURDAN,Centres Hospitaliers,19,11,1,"0,5789473684",moins que la moyenne,"0,05263157895",moins que la moyenne,"-0,8303571429",en forte baisse,112,73,45,58,69,19,48.533675884657,2.00143922984619
910300177,2018,ESSONNE,LONGJUMEAU,CLINIQUE DE L YVETTE,Etablissements de Soins de Courte Durée,111,80,3,"0,7207207207",plus que la moyenne,"0,02702702703",moins que la moyenne,"-0,421875",en baisse,192,187,136,117,103,111,48.6887732404146,2.30224660607708
910300219,2018,ESSONNE,MASSY,HOPITAL PRIVE JACQUES CARTIER,Etablissements de Soins de Courte Durée,34,0,0,0,aucune,0,pas d'IVG tardives,"-0,7888198758",en forte baisse,161,138,94,94,57,34,48.7313486041761,2.2915197845115
910300359,2018,ESSONNE,ATHIS MONS,HOPITAL PRIVE D ATHIS MONS SITE CARON,Etablissements de Soins de Courte Durée,162,121,1,"0,7469135802",plus que la moyenne,"0,006172839506",moins que la moyenne,"-0,6326530612",en forte baisse,441,334,336,233,139,162,48.7186002613229,2.41018694435447
910803543,2018,ESSONNE,QUINCY SOUS SENART,HOPITAL PRIVE CLAUDE GALIEN,Etablissements de Soins de Courte Durée,198,142,0,"0,7171717172",plus que la moyenne,0,pas d'IVG tardives,"-0,4342857143",en baisse,350,301,259,256,193,198,48.6815647209511,2.53879520599653
910805357,2018,ESSONNE,EVRY,CLINIQUE DE L ESSONNE,Etablissements de Soins de Courte Durée,148,79,8,"0,5337837838",moins que la moyenne,"0,05405405405",moins que la moyenne,"-0,4436090226",en baisse,266,125,77,167,146,148,48.632307472067,2.42500573786623
910020254,2018,ESSONNE,CORBEIL ESSONNES,CH SUD FRANCILIEN SITE JEAN JAURES,Centres Hospitaliers,994,458,119,"0,4607645875",moins que la moyenne,"0,1197183099",plus que la moyenne,"0,3672627235",en hausse,727,776,787,871,936,994,48.612653476074,2.46270492327679
910300144,2018,ESSONNE,EVRY,CMCO D EVRY,Etablissements de Soins de Courte Durée,292,247,3,"0,845890411",plus que la moyenne,"0,0102739726",moins que la moyenne,"-0,1151515152",en baisse,330,286,288,413,378,292,48.6309711820929,2.44965619744811
910001973,2018,ESSONNE,ETAMPES,CH DOURDAN ETAMPES SITE ETAMPES,Centres Hospitaliers,253,127,22,"0,5019762846",moins que la moyenne,"0,08695652174",plus que la moyenne,"-0,003937007874",stable,254,226,183,183,293,253,48.4219937411948,2.14810872664216
910000306,2018,ESSONNE,ORSAY,CH D ORSAY,Centres Hospitaliers,208,140,11,"0,6730769231",plus que la moyenne,"0,05288461538",moins que la moyenne,1,en hausse,104,88,129,98,179,208,48.698714499748,2.18720438237762
920000585,2018,HAUTS-DE-SEINE,NEUILLY SUR SEINE,CH RIVES DE SEINE SITE NEUILLY S/SEINE,Centres Hospitaliers,252,182,11,"0,7222222222",plus que la moyenne,"0,04365079365",moins que la moyenne,"1,680851064",en hausse,94,70,69,222,290,252,48.8909677917798,2.26251712708608
920000619,2018,HAUTS-DE-SEINE,ST CLOUD,CH DES QUATRE VILLES SITE ST CLOUD,Centres Hospitaliers,395,304,20,"0,7696202532",plus que la moyenne,"0,05063291139",moins que la moyenne,"5,370967742",en hausse,62,50,219,331,412,395,48.8438505835257,2.21815626944619
920000643,2018,HAUTS-DE-SEINE,LEVALLOIS PERRET,INSTITUT HOSPITALIER SITE KLEBER,Etablissements de Soins de Courte Durée,139,88,13,"0,6330935252",plus que la moyenne,"0,09352517986",plus que la moyenne,"-0,5887573964",en forte baisse,338,252,227,261,239,139,48.8921637883036,2.27873983938081
920000577,2018,HAUTS-DE-SEINE,NANTERRE,CH DE NANTERRE,Centres Hospitaliers,249,148,13,"0,59437751",plus que la moyenne,"0,05220883534",moins que la moyenne,"-0,3102493075",en baisse,361,362,328,319,291,249,48.91230940143,2.22376300189047
920100062,2018,HAUTS-DE-SEINE,ISSY LES MOULINEAUX,HU PARIS OUEST SITE CELTON APHP,Centres Hospitaliers Régionaux,647,402,0,"0,6213292117",plus que la moyenne,0,pas d'IVG tardives,"0,1871559633",en hausse,545,487,498,510,580,647,48.8275502965086,2.2787102236387
920300043,2018,HAUTS-DE-SEINE,ANTONY,HOPITAL PRIVE D ANTONY,Etablissements de Soins de Courte Durée,351,250,9,"0,7122507123",plus que la moyenne,"0,02564102564",moins que la moyenne,"-0,397941681",en baisse,583,544,468,426,406,351,48.7547717858195,2.30125169537019
920100021,2018,HAUTS-DE-SEINE,CLAMART,HU PARIS SUD SITE ANTOINE BECLERE APHP,Centres Hospitaliers Régionaux,1020,552,56,"0,5411764706",moins que la moyenne,"0,05490196078",moins que la moyenne,"0,08858057631",en hausse,937,982,970,1089,1045,1020,48.789873126121,2.25372221071046
920100039,2018,HAUTS-DE-SEINE,CLICHY,HU PARIS NORD SITE BEAUJON APHP,Centres Hospitaliers Régionaux,504,353,21,"0,7003968254",plus que la moyenne,"0,04166666667",moins que la moyenne,"-0,05440900563",en baisse,533,497,448,502,456,504,48.9075350962718,2.30849038016872
920100047,2018,HAUTS-DE-SEINE,COLOMBES,HU PARIS NORD SITE LOUIS MOURIER APHP,Centres Hospitaliers Régionaux,1122,232,37,"0,2067736185",moins que la moyenne,"0,03297682709",moins que la moyenne,"-0,09951845907",en baisse,1246,1313,1280,1138,1101,1122,48.9235999489945,2.23630543067468
920300837,2018,HAUTS-DE-SEINE,RUEIL MALMAISON,CLINIQUE LES MARTINETS,Etablissements de Soins de Courte Durée,40,0,0,0,aucune,0,pas d'IVG tardives,"-0,7452229299",en forte baisse,157,107,113,82,61,40,48.8850868637391,2.17249407466241
920300597,2018,HAUTS-DE-SEINE,MEUDON,CLINIQUE DE MEUDON LA FORET,Etablissements de Soins de Courte Durée,33,13,4,"0,3939393939",moins que la moyenne,"0,1212121212",plus que la moyenne,"-0,7226890756",en forte baisse,119,63,80,69,47,33,48.7843991953029,2.2321323931375
920300365,2018,HAUTS-DE-SEINE,COURBEVOIE,CLINIQUE LA MONTAGNE,Etablissements de Soins de Courte Durée,70,0,2,0,aucune,"0,02857142857",moins que la moyenne,"-0,7712418301",en forte baisse,306,289,144,123,83,70,48.8958108178364,2.25889674154692
930000286,2018,SEINE-SAINT-DENIS,MONTFERMEIL,GHI LE RAINCY MONTFERMEIL,Centres Hospitaliers,568,407,26,"0,7165492958",plus que la moyenne,"0,04577464789",moins que la moyenne,"0,6511627907",en hausse,344,350,393,330,420,568,48.8981701042599,2.57428404809458
930100037,2018,SEINE-SAINT-DENIS,BOBIGNY,HU PARIS SITE AVICENNE APHP,Centres Hospitaliers Régionaux,737,247,78,"0,3351424695",moins que la moyenne,"0,105834464",plus que la moyenne,"0,1183611533",en hausse,659,551,545,546,652,737,48.9157302582933,2.42461043825156
930100045,2018,SEINE-SAINT-DENIS,BONDY,HU PARIS SITE JEAN VERDIER APHP,Centres Hospitaliers Régionaux,716,518,16,"0,7234636872",plus que la moyenne,"0,02234636872",moins que la moyenne,"0,08649468892",en hausse,659,690,707,775,740,716,48.9142332428211,2.49168583440699
930150032,2018,SEINE-SAINT-DENIS,LES LILAS,MATERNITE DES LILAS,Etablissements de Soins de Courte Durée,697,204,75,"0,2926829268",moins que la moyenne,"0,1076040172",plus que la moyenne,"-0,3009027081",en baisse,997,941,821,806,818,697,48.8786022721488,2.41479712969018
930000302,2018,SEINE-SAINT-DENIS,MONTREUIL,CHI ANDRE GREGOIRE,Centres Hospitaliers,1027,679,86,"0,6611489776",plus que la moyenne,"0,08373904576",plus que la moyenne,"-0,07974910394",en baisse,1116,993,895,997,1107,1027,48.8783750220568,2.45328283080555
