Nom,Structure,Methodes Pratiquees,Horaires,Lien,Adresse,Ville,Dép.,Rég.
Antenne CPEF,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.50.52.66 ,https://www.ivglesadresses.org/centre_davortement/antenne-cpef/,"27, avenue Félix Faure","88700, RAMBERVILLERS",88,44
Dr Xavier ODOUX,Cabinet médical,IVG médicamenteuse,02 32 49 07 17 ,https://www.ivglesadresses.org/centre_davortement/dr-xavier-odoux/,5c Rue des Moulineaux,"27910, Perriers-sur-Andelle",27,28
Centre de Santé AGECSA Mistral-Eaux Claires,Centre de Santé,IVG médicamenteuse,Du lundi au vendredi de 8h30 à 12h et de 14h à 18h45;Samedi de 8h30 à 12h;04 76 21 40 41 ,https://www.ivglesadresses.org/centre_davortement/centre-de-sante-mistral-eaux-claires/,69 bis Avenue Rhin et Danube,"38100, GRENOBLE",38,84
Dr Jean-Louis RUESCH,Cabinet médical,IVG médicamenteuse,04 77 75 72 17 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-louis-ruesch/,4 rue Roquille,"42800, RIVE DE GIER",42,84
Centre Hospitalier BROUSSAIS,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,du lundi au vendredi de 9h à 12h30 et de 13h30 à 17h;02 99 21 21 99 Tous les jours;Standard 02 99 21 21 21,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-broussais/,1 rue de la Marne,"35400, SAINT-MALO",35,53
Dr Olivier CHANELLES,Cabinet médical,IVG médicamenteuse,01 43 98 39 72 ,https://www.ivglesadresses.org/centre_davortement/dr-olivier-chanelles/,22 rue louis Besquel,"94300, VINCENNES",94,11
Centre de PMI et de Planification Parc du Dispensaire,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 39 14 40 29 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-parc-du-dispensaire/,1 avenue Maurice Berteaux,"78500, SARTROUVILLE",78,11
Agnès MARGALEF,Cabinet sage-femme,IVG médicamenteuse,06.14.83.05.54 ,https://www.ivglesadresses.org/centre_davortement/agnes-margalef-2/,212 rue Saint Maur,"75011, Paris",75,11
Centre périnatal de Proximité et de Petite Enfance,Centre Périnatal de Proximité (CPP),IVG médicamenteuse,lun/ven: 9h-12h30;13h30-17h;02-31-89-80-62 02-31-89-89-89,https://www.ivglesadresses.org/centre_davortement/centre-perinatal-de-proximite-de-petite-enfance/,La Brêche du Bois 7SA,"14113, Criqueboeuf",14,28
Centre Hospitalier Intercommunal du Val d’Ariège (CHIVA),,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,05 61 03 31 90 Standard: 05 61 03 30 30,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-intercommunal-du-val-dariege-chiva/,Service Orthogénie Entrée 3 ou Accès C - Niveau 1,"09000, FOIX",09,76
Dr JESSICA GUIBERT,Cabinet médical,IVG médicamenteuse,04 57 00 80 00 ,https://www.ivglesadresses.org/centre_davortement/dr-jessica-guibert/,"3, rue Missak Manouchian","38130, Echirolles",38,84
Case de Santé,Centre de Santé,IVG médicamenteuse,05 61 23 01 37 ,https://www.ivglesadresses.org/centre_davortement/case-de-sante/,17 Place Arnaud Bernard,"31000, TOULOUSE",31,76
CENTRE HOSPITALIER D’AVIGNON,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,04 32 75 36 35 Standard: 04 32 75 33 33,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-davignon/,305 Rue Raoul Follereau,"84000, AVIGNON",84,93
Céline Ziegler,Cabinet sage-femme,IVG médicamenteuse,06 79 94 83 00 04 94 67 96 90,https://www.ivglesadresses.org/centre_davortement/celine-ziegler/,Centre Cial Mercuriales,"83440, Tourrettes",83,93
Centre de PMI et de Planification La Muette,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi de 8h30 à 17h30;01 41 60 80 90 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-la-muette/,Cité de la Muette,"93700, DRANCY",93,11
Centre Municipal de Santé Blanc-Mesnil,Centre de Planification et d'Education Familiale,IVG médicamenteuse,01 48 66 65 87 ,https://www.ivglesadresses.org/centre_davortement/centre-de-sante-blanc-mesnil/,Centre de Planification et d'Education Familiale,"93150, LE BLANC-MESNIL",93,11
Dr André SERERO,Cabinet médical,IVG médicamenteuse,01 42 63 72 18 En congés du 28 juillet au 30 août 2014,https://www.ivglesadresses.org/centre_davortement/dr-andre-serero/,100 avenue de Saint Ouen,"75018, PARIS",75,11
Centre Louis Pasteur,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi - De 8h30 à 11h45 et de 13h30 à 17h45;01 48 79 41 00 Consultations médicales et entretiens sur RDV,https://www.ivglesadresses.org/centre_davortement/centre-louis-pasteur/,"8-10, avenue Coullemont","93600, AULNAY-SOUS-BOIS",93,11
Hôpital Corentin-Celton,Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au mercredi - De 8h à 16h30;Jeudi et vendredi - De 8h à 17h;01 58 00 40 92 Consultations IVG sur RDV;Du lundi au vendredi;Standard hôpital: 01 58 00 40 00,https://www.ivglesadresses.org/centre_davortement/hopital-corentin-celton/,4 parvis Corentin-Celton,"92130, ISSY-LES-MOULINEAUX",92,11
Centre hospitalier de Sarrebourg,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,"03.87.23.26.09/24.71 Du lundi au jeudi, 8h-12h - 13h-17h, le vendredi: 8h-12h - 13h - 16h;03.87.23.24.25",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-sarrebourg/,rue des roses,"57400, Sarrebourg",57,44
Dr Kalliopi-Pinelopi GIOVANETTO-KATSIARDANI,Cabinet médical,IVG médicamenteuse,Congés été 2015;Du 14 au 23 août inclus;09 54 23 21 89 ,https://www.ivglesadresses.org/centre_davortement/dr-kalliopi-pinelopi-giovanetto-katsiardani/,12 rue Berthelot,"95410, GROSLAY",95,11
Centre Hospitalier ALPHONSE GUERIN Ploermel,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Du lundi au vendredi;De 8h30 à 17h;02 97 73 26 86 02 97 73 26 26,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-a-guerin-ploermel/,7 Rue du Roi Arthur,"56800, PLOERMEL",56,53
Centre de PMI et de Planification de Marly-le-Roi,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 39 58 80 92 ,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-marly-le-roi/,5 avenue de l’Amiral Lemonnier,"78160, MARLY-LE-ROI",78,11
Hôpital Delafontaine,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h30;01 42 35 61 28 / 61 40 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 42 35 61 40,https://www.ivglesadresses.org/centre_davortement/hopital-delafontaine/,2 rue du docteur Delafontaine,"93200, SAINT-DENIS",93,11
Centre Hospitalier de Morlaix,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,02 98 62 60 82 02 98 62 61 60,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-morlaix/,15 Rue de Kersaint Gilly,"29600, MORLAIX",29,53
Dr Catherine Perrotin Raufaste,Cabinet médical,IVG médicamenteuse,de 8h à 19h en semaine et de 8h à 12h le Samedi;09 82 47 54 65 ,https://www.ivglesadresses.org/centre_davortement/dr-catherine-perrotin-raufaste/,130/136 av Joseph Kessel,"78960, Voisins le Bretonneux",78,11
Dr Claude AMBROISE,Cabinet médical,IVG médicamenteuse,Cabinet fermé le mercredi;01 49 77 02 00 ,https://www.ivglesadresses.org/centre_davortement/dr-claude-ambroise/,45 rue Edmond Nocard,"94700, MAISONS-ALFORT",94,11
Centre médico-social (antenne de sage-femme),Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03 89 69 80 95 ,https://www.ivglesadresses.org/centre_davortement/centre-medico-social-antenne-de-sage-femme/,"61, rue de Mulhouse","68300, Saint-Louis",68,44
Centre Hospitalier PIERRE DELPECH,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat: 05 65 43 71 51 Standard: 05 65 43 71 71,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-pierre-delpech/,Avenue Prosper Alfaric,"12300, DECAZEVILLE",12,76
Dr Muriel ROCHARD,Cabinet médical,IVG médicamenteuse,03 26 80 70 52 ,https://www.ivglesadresses.org/centre_davortement/dr-muriel-rochard/,40 rue de Broyes,"51120, SEZANNE",51,44
CH Mémorial Saint-Lo,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Lun/vend: 9h-18h;02-33-06-11-01 ,https://www.ivglesadresses.org/centre_davortement/ch-memorial-saint-lo/,715 rue Dunant Pavillon P. Nelson,"50000, Saint-Lô",50,28
Centre de PMI et de Planification Beaudottes,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi;De 9h à 12h et de 13h30 à 17h;01 43 83 66 03 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-beaudottes/,"12, rue Charles Conrad","93270, SEVRAN",93,11
Dr Myriam MANSOUR HUGUES,Cabinet médical,IVG médicamenteuse,01 53 46 07 02 ,https://www.ivglesadresses.org/centre_davortement/dr-myriam-mansour-hugues/,5B Avenue de Saint-Mandé,"75012, PARIS",75,11
Centre Municipal de Santé Stains,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi;De 8h à 12h et de 13h30 à 19h;01 49 71 81 98 Consultations en médecine générale;Sans rendez-vous: du lundi au vendredi de 9h à 12h et de 13h30 à 16h30 et le samedi de 9h à 12h30.;Seront reçues les 10 premières personnes à se présenter à l’accueil du CMS à 8h30 pour les matinées et à 13h30 pour les après-midi.,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-stains/,"27-33, boulevard Maxime Gorki","93240, STAINS",93,11
Carine BEZ,Cabinet sage-femme,IVG médicamenteuse,06 09 64 18 07 ,https://www.ivglesadresses.org/centre_davortement/carine-bez/,50 Avenue Des Caillols,"13012, Marseille",13,93
Agnès MARGALEF,Cabinet sage-femme,IVG médicamenteuse,06.14.83.05.54 ,https://www.ivglesadresses.org/centre_davortement/agnes-margalef-2/,212 rue Saint Maur,"75011, Paris",75,11
Dr François DE GOLMARD,Cabinet médical,IVG médicamenteuse,02 35 80 20 80 ,https://www.ivglesadresses.org/centre_davortement/dr-francois-de-golmard/,300 Route De Rouen,"76520, BOOS",76,28
Dr Aude RECOULES-ARCHE,Cabinet médical,IVG médicamenteuse,01 45 53 80 43 ,https://www.ivglesadresses.org/centre_davortement/dr-aude-recoules-arche/,11 avenue d’Eylau,"75016, PARIS",75,11
Dr Colette RAGINEL,Cabinet médical,IVG médicamenteuse,04 50 51 60 12 ,https://www.ivglesadresses.org/centre_davortement/dr-colette-raginel/,4 Rue de la Poste,"74000, ANNECY",74,84
Centre de PMI et de Planification de Viry,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Lundi, Mardi, Mercredi, Vendredi;De 9h à 12h et de 13h30 à 17h;Jeudi;De 13h30 à 17h;01 69 12 38 50 ",https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-viry/,"2, avenue de Bretagne","91170, VIRY-CHÂTILLON",91,11
Lionel Michel,Cabinet médical,IVG médicamenteuse,04 90 59 22 59 ,https://www.ivglesadresses.org/centre_davortement/lionel-michel/,Cabinet Medical Du Parc,"13560, Senas",13,93
Hôpital Tenon (Paris),Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h;01 56 01 68 52 Consultations IVG sur RDV;Standard 01 56 01 70 00,https://www.ivglesadresses.org/centre_davortement/hopital-tenon/,4 rue de la Chine,"75020, PARIS",75,11
Centre de planification,Centre de Planification et d'Education Familiale,,Du lundi au vendredi: 9h à 12h - 13h à 17h30;Vendredi: 9h à 12h 30 02 31 51 98 99,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-3/,"1, rue de Verdun","14400, Bayeux",14,28
Centre Municipal de Santé Maï Politzer,Centre de Santé,IVG médicamenteuse,Accueil;Du lundi au vendredi de 8h40 à 12h30 et de 16h40 à 19h30;Samedi de 8h à 12h;01 46 15 08 11 Consultations IVG médicamenteuse sur RDV;01 46 15 08 09,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-mai-politzer/,3 rue du 8 mai 1945,"94110, ARCUEIL",94,11
Centre périnatal CH de La Mure,Centre Périnatal de Proximité (CPP) - Hôpital,IVG médicamenteuse,04.76.81.42.55 ,https://www.ivglesadresses.org/centre_davortement/centre-perinatal-ch-de-la-mure/,62 bd Des Alpes,"38350, La Mure",38,84
Centre de PMI et de Planification Pierrefitte-sur-Seine,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 21 62 17 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-pierrefitte-sur-seine/,Avenue du Général Galliéni,"93380, PIERREFITTE-SUR-SEINE",93,11
Hôpital de Hautepierre,Hôpital,IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,03 88 12 74 92 ,https://www.ivglesadresses.org/centre_davortement/hopital-de-hautepierre/,Avenue Molière,"67098, Strasbourg",67,44
Dr Alain DOMERCQ,Cabinet médical,IVG médicamenteuse,02 62 53 14 15 ,https://www.ivglesadresses.org/centre_davortement/dr-alain-domercq/,18 Montée des Veuves,"97438, SAINTE-MARIE",974,04
Centre de Planification et d’Education Familiale Le Perreux-sur-Marne,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 43 24 10 19 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-le-perreux-sur-marne/,"4, rue Jean Etienne d'Orves","94170, LE PERREUX-SUR-MARNE",94,11
"Donia Ramadier, sage-femme",Cabinet sage-femme,IVG médicamenteuse,07 61 02 38 39 ,https://www.ivglesadresses.org/centre_davortement/donia-ramadier-sage-femme/,377 avenue du Général de Gaule,"30380, Saint Christol Les Ales",30,76
Isabelle Richard,Cabinet sage-femme,IVG médicamenteuse,06 09 70 32 26 ,https://www.ivglesadresses.org/centre_davortement/isabelle-richard/,17 Allee Des Peupliers,"56000, Vannes",56,53
Centre de PMI et de Planification,Centre de Planification et d'Education Familiale,,01 34335630 Consultations sur rendez-vous;Sage-femme;Le mercredi de 9h à 12h;Le jeudi de 9h à 12h et de 14h à 17h;Consultation médico-psychologique;Le mardi de 9h à 12h et de 14h à 16h;Un mercredi sur 2 (le 1er et 3ème du mois) de 9h à 12h;Gynécologue;Le lundi de 14h à 17h;Conseillère conjugale;1 mercredi sur 2 (le 2ème et 4ème du mois) de 9h à 12h,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-et-de-planification-4/,Centre culturel Camille Claudel,"95210, SAINT-GRATIEN",95,11
Le Planning Familial 94,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil téléphonique;Lundi - De 14h à 18h;Accueil - Information;Mercredi 14h à 18h;01 43 76 65 87 Consultations IVG médicamenteuse sur RDV;Mercredi 14h à 16h,https://www.ivglesadresses.org/centre_davortement/mfpf-maisons-alfort/,"52, rue Carnot","94700, MAISONS-ALFORT",94,11
Dr Judith HOTTOIS,Cabinet médical,IVG médicamenteuse,03 25 80 30 30 ,https://www.ivglesadresses.org/centre_davortement/dr-judith-hottois/,1 rue de Tureau,"10220, PINEY",10,44
Dr Linda KHAMMANH,Cabinet médical,IVG médicamenteuse,01 60 17 65 65 ,https://www.ivglesadresses.org/centre_davortement/dr-linda-khammanh/,Maison de Santé,"77200, TORCY",77,11
Maternité CHRU Nancy,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"Lundi et mardi: 9h-12h - 13h30-15h30, Du mercredi au vendredi: 8h-12h - 13h30-15h30;03.83.34.44.27 ",https://www.ivglesadresses.org/centre_davortement/maternite-chru-nancy/,"10, rue du Dr Heydenreich","54000, Nancy",54,44
Centre Hospitalier de Béziers,Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,04 67 35 77 08 Consultations sur RDV du lundi au vendredi matin;04 67 35 70 30,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-beziers/,ZAC de Montimaran,"34500, BEZIERS",34,76
Centre de PMI et de Planification d’Athis-Mons Picardeaux,Centre de Planification et d'Education Familiale - Centre de PMI,IVG médicamenteuse,"Accueil;Lundi, Mardi - De 9h à 12h30 et de 13h30 à 17h 30;Mercredi: FERME;Jeudi - De 13h30 à 17h30;Vendredi - De 9h à 12h30 et de 13h30 à 16h;Consultations;Lundi, Mardi, Vendredi - De 9h à 12h et de 14h à 17h;Mercredi - Fermé;Jeudi - De 14h à 17h;01 69 38 22 21 ",https://www.ivglesadresses.org/centre_davortement/centre-athis-mons-picardeaux/,10 rue des Picardeaux,"91200, ATHIS-MONS",91,11
Dr Sophie BOUVIER-MOUYSSET,Cabinet médical,IVG médicamenteuse,05 24 57 37 01 ,https://www.ivglesadresses.org/centre_davortement/dr-sophie-bouvier-mouysset/,Maison de santé Le Bourg,"82330, VAREN",82,76
Centre de PMI et de Planification du Londeau,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 40 78 95 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-du-londeau/,"3, Rue Paul-Verlaine","93130, NOISY-LE-SEC",93,11
Dr Nghiem-Van KHAU,Cabinet médical,IVG médicamenteuse,01 60 17 69 33 ,https://www.ivglesadresses.org/centre_davortement/dr-nghiem-van-khau/,7 rue Pierre Mendès France,"77200, TORCY",77,11
Dr Laurence PECQUEUX,Cabinet médical,IVG médicamenteuse,01 43 09 89 09 ,https://www.ivglesadresses.org/centre_davortement/dr-laurence-pecqueux/,31 Avenue Georges Clémenceau,"93360, NEUILLY-PLAISANCE",93,11
Dr Jean-Claude BONTEMPI,Cabinet médical,IVG médicamenteuse,05 63 66 09 33 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-claude-bontempi/,59 avenue Charles de Gaulle,"82000, MONTAUBAN",82,76
Emmanuelle BRIECHLE,Cabinet sage-femme,IVG médicamenteuse,06 29 07 26 44 ,https://www.ivglesadresses.org/centre_davortement/emmanuelle-briechle/,10 Rue Jean De La Fontaine,"11200, Lezignan Corbieres",11,76
Case de Santé,Centre de Santé,IVG médicamenteuse,05 61 23 01 37 ,https://www.ivglesadresses.org/centre_davortement/case-de-sante/,17 Place Arnaud Bernard,"31000, TOULOUSE",31,76
CPEF LES FLAMANTS,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Accueil sans RDV;Du lundi au vendredi;De 8h30 à 12h et de 13h30 à 17h;04 13 31 61 14 Consultation gynécologique sur RDV;Lundi et jeudi matin;Mardi, mercredi et vendredi après-midi",https://www.ivglesadresses.org/centre_davortement/cpef-les-flamants/,"18, Avenue Ansaldi","13014, MARSEILLE",13,93
Centre Municipal de Santé Maurice Thorez,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Secrétariat;Du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 19h;Samedi de 8h30 à 12h;01 41 37 58 85 ,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-maurice-thorez/,18 rue Maurice Thorez,"92000, NANTERRE",92,11
